,Name,Company,Praise Level,Comment Number,Language,Price,Issue time,System Require,Game Tags
31,Risk of Rain 2,Hopoo Games,Overwhelmingly Positive,No user reviews,"Early Access, Rogue-like, Multiplayer, Co-op, Early Access, Action, Indie, Third-Person Shooter, Great Soundtrack, Rogue-lite, Difficult, Singleplayer, 3D, Bullet Hell, Loot, Online Co-Op, Survival, Third Person, Local Co-Op, Sci-fi", 70,"29 Mar, 2019","Requires a 64-bit processor and operating system,  Windows 7 or newer, 64-bit,  Intel Core i3-6100 / AMD FX-8350,  4 GB RAM,  GTX 580 / AMD HD 7870,  Version 11,  Broadband Internet connection,  4 GB available space,  Risk of Rain 2 is an Early Access game, and the minimum specifications may change during development.","Early Access, Rogue-like, Multiplayer, Co-op, Early Access, Action, Indie, Third-Person Shooter, Great Soundtrack, Rogue-lite, Difficult, Singleplayer, 3D, Bullet Hell, Loot, Online Co-Op, Survival, Third Person, Local Co-Op, Sci-fi"
32,,,,No user reviews,,,,,
33,Human: Fall Flat,No Brakes Games,Very Positive,"22,400","Funny, Multiplayer, Co-op, Physics, Puzzle, Local Co-Op, Indie, Adventure, Puzzle-Platformer, Local Multiplayer, Sandbox, Comedy, Parkour, Open World, Singleplayer, Split Screen, Casual, 3D Platformer, Simulation, Survival", 48,"23 Jul, 2016"," Windows XP/Vista/7/8/8.1/10 x86 and x64,  Intel Core2 Duo E6750 (2 * 2660) or equivalent | AMD Athlon 64 X2 Dual Core 6000+ (2 * 3000) or equivalent,  1024 MB RAM,  GeForce GT 740 (2048 MB) or equivalent | Radeon HD 5770 (1024 MB),  500 MB volného místa","Funny, Multiplayer, Co-op, Physics, Puzzle, Local Co-Op, Indie, Adventure, Puzzle-Platformer, Local Multiplayer, Sandbox, Comedy, Parkour, Open World, Singleplayer, Split Screen, Casual, 3D Platformer, Simulation, Survival"
34,Imperator: Rome,Paradox Development Studio,,No user reviews,"Strategy, Simulation, Grand Strategy, Political, Rome, Multiplayer, Historical, Economy, Singleplayer, Politics, Management, Memes, Choices Matter, City Builder, Story Rich, Multiple Endings, Casual, Destruction", 116,"26 Apr, 2019","Requires a 64-bit processor and operating system,  Windows® 7 Home Premium 64 bit SP1,  Intel® iCore™ i3-550 or AMD® Phenom II X6 1055T,  4 GB RAM,  Nvidia® GeForce™ GTX 460 or AMD® Radeon™ HD 6970","Strategy, Simulation, Grand Strategy, Political, Rome, Multiplayer, Historical, Economy, Singleplayer, Politics, Management, Memes, Choices Matter, City Builder, Story Rich, Multiple Endings, Casual, Destruction"
35,"""Tom Clancys Rainbow Six® Siege""",Ubisoft Montreal,Very Positive,"243,113","FPS, Multiplayer, Tactical, Shooter, Action, Team-Based, First-Person, Strategy, Co-op, Realistic, Competitive, Online Co-Op, Destruction, Atmospheric, Physics, Singleplayer, Massively Multiplayer, Simulation, Casual, Psychological Horror", 88,"2 Dec, 2015"," Windows 7, Windows 8.1, Windows 10 (64bit versions required),  Intel Core i3 560 @ 3.3 GHz or AMD Phenom II X4 945 @ 3.0 GHz,  6 GB RAM,  NVIDIA GeForce GTX 460 or AMD Radeon HD 5870 (DirectX-11 compliant with 1GB of VRAM),  Broadband Internet connection,  61 GB available space,  DirectX® 9.0c compatible sound card with latest drivers,  SUPPORTED VIDEO CARDS AT TIME OF RELEASE:  GeForce GTX 460 or better, GTX 560 or better, GTX 650 or better, GTX 750 or better, or any card from the GT900 and Titan Series, Radeon HD5870 or better, HD6870 or better, HD7770 or better, R7 260X or better, or any card from the R-300 series and Fury X. Laptop models of these cards may work but are not supported. These chipsets are the only ones that will run this game. Additional chipsets may be supported after release. For an up-to-date list of supported chipsets, please visit the FAQ for this game on our support website: , . Game contains FairFight ,  and BattleEye ,  anti-cheat technology.","FPS, Multiplayer, Tactical, Shooter, Action, Team-Based, First-Person, Strategy, Co-op, Realistic, Competitive, Online Co-Op, Destruction, Atmospheric, Physics, Singleplayer, Massively Multiplayer, Simulation, Casual, Psychological Horror"
36,World of Warships,Wargaming Group Limited,Mostly Positive,"12,757","Free to Play, Naval, World War II, Multiplayer, PvP, Massively Multiplayer, Action, Strategy, Online Co-Op, Simulation, Shooter, Team-Based, Tactical, War, Realistic, Military, Anime, Co-op, World War I, PvE",Free to Play,"15 Nov, 2017","Requires a 64-bit processor and operating system,  Windows 7 x64 SP1,  Core2Duo 2.7 GHz, AMD Athlon II 3 GHz,  4 GB RAM,  nVidia GeForce 8800GT/9600GT, NVIDIA GeForce 620M, AMD Radeon HD 4650,  Version 9.0c,  Broadband Internet connection,  42 GB available space,  Compatible with DirectX 9.0c","Free to Play, Naval, World War II, Multiplayer, PvP, Massively Multiplayer, Action, Strategy, Online Co-Op, Simulation, Shooter, Team-Based, Tactical, War, Realistic, Military, Anime, Co-op, World War I, PvE"
37,ARK: Survival Evolved,Studio Wildcard,,"167,703","Survival, Open World, Multiplayer, Dinosaurs, Crafting, Building, Adventure, Base Building, Co-op, Action, First-Person, Early Access, Sandbox, Massively Multiplayer, Singleplayer, Dragons, RPG, Sci-fi, MMORPG, Indie", 119,"28 Aug, 2017"," Windows 7/8.1/10 (64-bit versions),  Intel Core i5-2400/AMD FX-8320 or better,  8 GB RAM,  NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,  Version 10,  60 GB available space,  Requires broadband internet connection for multiplayer","Survival, Open World, Multiplayer, Dinosaurs, Crafting, Building, Adventure, Base Building, Co-op, Action, First-Person, Early Access, Sandbox, Massively Multiplayer, Singleplayer, Dragons, RPG, Sci-fi, MMORPG, Indie"
38,Ring of Elysium,Aurora Studio,Mostly Positive,"52,761","Early Access, Free to Play, Battle Royale, Shooter, Multiplayer, Survival, Massively Multiplayer, Action, Third-Person Shooter, Open World, Early Access, FPS, Co-op, PvP, First-Person, Tactical, Violent, Sandbox, Destruction, Gore",Free To Play,"19 Sep, 2018"," Windows 7, Windows 8.1, Windows 10,  Intel i3 8130U(2Cores, 2.3GHz) or equivalent,  4 GB RAM,  NVIDIA GeForce GT 730 or equivalent,  Broadband Internet connection,  10 GB available space,  DirectX-compatible using the latest drivers","Early Access, Free to Play, Battle Royale, Shooter, Multiplayer, Survival, Massively Multiplayer, Action, Third-Person Shooter, Open World, Early Access, FPS, Co-op, PvP, First-Person, Tactical, Violent, Sandbox, Destruction, Gore"
39,Total War: THREE KINGDOMS,CREATIVE ASSEMBLY,,No user reviews,"Strategy, Historical, War, Grand Strategy, Turn-Based Strategy, RTS, Action, Military, Violent, Multiplayer, Singleplayer, Tactical, Co-op, Great Soundtrack, Fantasy, Hack and Slash, Isometric, Sandbox", 268,"23 May, 2019"," Windows 7 64 Bit,  i7-8550U 1.80GHz,  6 GB RAM,  Intel UHD Graphics 620,  Version 11,  60 GB available space","Strategy, Historical, War, Grand Strategy, Turn-Based Strategy, RTS, Action, Military, Violent, Multiplayer, Singleplayer, Tactical, Co-op, Great Soundtrack, Fantasy, Hack and Slash, Isometric, Sandbox"
40,Paper Dolls: Original / 纸人：第一章,"Beijing Litchi Culture Media Co., Ltd.",,No user reviews,"Adventure, Action, Indie, Thriller, Horror",,"19 Apr, 2019"," Windows 7 or Windows 10,  Intel i5-4460 or AMD FX-6300,  4 GB RAM,  NVIDIA GeForce GTX750Ti or AMD RadeonR7 260x,  Version 11,  3 GB available space,  DirectSound compatible（must support DirectX 9.0c or higher）","Adventure, Action, Indie, Thriller, Horror"
41,NBA 2K19,Visual Concepts,,"7,160","Sports, Basketball, Simulation, Multiplayer, Singleplayer, Open World", 199,"10 Sep, 2018"," Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit,  Intel® Core™ i3-530 @ 2.93 GHz / AMD FX-4100 @ 3.60 GHz or better,  4 GB RAM,  NVIDIA® GeForce® GT 450 1GB / AMD® Radeon™ HD 7770 1GB or better,  Version 11,  80 GB available space,  DirectX 9.0x compatible ,  Recommended,  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012.","Sports, Basketball, Simulation, Multiplayer, Singleplayer, Open World"
42,"""Assassins Creed® Odyssey""",Ubisoft Quebec,Very Positive,"20,420","Open World, Action, RPG, Singleplayer, Adventure, Assassin, Historical, Sexual Content, Stealth, Third Person, Female Protagonist, Story Rich, Violent, Nudity, Parkour, Multiplayer, Choices Matter, Gore, Atmospheric, Great Soundtrack", 248,"6 Oct, 2018"," Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only),  AMD FX 6300 @ 3.8 GHz, Ryzen 3 - 1200, Intel Core i5 2400 @ 3.1 GHz (MORE DETAILS , ),  8 GB RAM,  AMD Radeon R9 285, NVIDIA GeForce GTX 660 (2GB VRAM with Shader Model 5.0) (MORE DETAILS , ),  Version 11,  46+ GB available space,  Video Preset: Lowest (720p)","Open World, Action, RPG, Singleplayer, Adventure, Assassin, Historical, Sexual Content, Stealth, Third Person, Female Protagonist, Story Rich, Violent, Nudity, Parkour, Multiplayer, Choices Matter, Gore, Atmospheric, Great Soundtrack"
43,MONSTER HUNTER: WORLD,"CAPCOM Co., Ltd.",,"60,412","Action, Hunting, Multiplayer, Open World, Co-op, RPG, Third Person, Adventure, Fantasy, Singleplayer, Character Customization, Action RPG, Difficult, Exploration, Great Soundtrack, Atmospheric, JRPG, Hack and Slash, Replay Value, Souls-like", 308,"10 Aug, 2018","Requires a 64-bit processor and operating system,  WINDOWS® 7, 8, 8.1, 10 (64-bit required),  Intel® Core™ i5-4460, 3.20GHz or AMD FX™-6300,  8 GB RAM,  NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x (VRAM 2GB),  Version 11,  Broadband Internet connection,  30 GB available space,  DirectSound (DirectX® 9.0c),  1080p/30fps when graphics settings are set to ""Low""","Action, Hunting, Multiplayer, Open World, Co-op, RPG, Third Person, Adventure, Fantasy, Singleplayer, Character Customization, Action RPG, Difficult, Exploration, Great Soundtrack, Atmospheric, JRPG, Hack and Slash, Replay Value, Souls-like"
44,Beholder 2,Warm Lamp Games,Very Positive,"1,017","Strategy, Adventure, Dystopian, Indie, Simulation, Singleplayer, Choices Matter, Atmospheric, Violent, Story Rich, Multiple Endings, Political",,"5 Dec, 2018"," Windows 7/8/10 (64-bit OS required),  Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz,  4 GB RAM,  NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent,  Version 9.0c,  4 GB available space,  100% DirectX 9.0c compatible,  ADDITIONAL SYSTEM REQUIREMENTS: Loyalty to the System! Devotion to the State! Trust in the infallibility of the Wise Leader! Basic Bureaucracy skills.","Strategy, Adventure, Dystopian, Indie, Simulation, Singleplayer, Choices Matter, Atmospheric, Violent, Story Rich, Multiple Endings, Political"
45,Forager,HopFrog,Very Positive,No user reviews,"Adventure, Survival, Crafting, Pixel Graphics, Indie, 2D, Open World, Sandbox, Building, Simulation, Exploration, Action, Base Building, Singleplayer, RPG, Resource Management, Casual, Agriculture, Clicker, Great Soundtrack", 70,"19 Apr, 2019"," Windows XP and above,  1.2Ghz,  1024 MB RAM,  512MB,  200 MB available space","Adventure, Survival, Crafting, Pixel Graphics, Indie, 2D, Open World, Sandbox, Building, Simulation, Exploration, Action, Base Building, Singleplayer, RPG, Resource Management, Casual, Agriculture, Clicker, Great Soundtrack"
46,FOR HONOR™,Ubisoft Montreal,,"35,615","Medieval, Action, Swordplay, Multiplayer, PvP, Third Person, Fighting, War, Co-op, Singleplayer, Gore, Online Co-Op, Hack and Slash, Realistic, Strategy, Atmospheric, RPG, Fantasy, Story Rich, MOBA", 217,"14 Feb, 2017"," Windows 7, Windows 8.1, Windows 10 (64-bit versions only),  Intel Core i3-550 | AMD Phenom II X4 955 or equivalent,  4 GB RAM,  NVIDIA GeForce GTX660/GTX750ti/GTX950/GTX1050 with 2 GB VRAM or more | AMD Radeon HD6970/HD7870/R9 270/R9 370/RX460 with 2 GB VRAM or more,  Broadband Internet connection,  40 GB available space,  DirectX-Compatible using the latest drivers,  Mouse and Keyboard supported. Game contains EasyAntiCheat ,  anti-cheat technology and Denuvo ,  anti-tamper technology.","Medieval, Action, Swordplay, Multiplayer, PvP, Third Person, Fighting, War, Co-op, Singleplayer, Gore, Online Co-Op, Hack and Slash, Realistic, Strategy, Atmospheric, RPG, Fantasy, Story Rich, MOBA"
47,Sid Meier’s Civilization® VI,Firaxis Games,,"37,444","Strategy, Turn-Based Strategy, Historical, Multiplayer, Singleplayer, Turn-Based, Grand Strategy, 4X, War, Simulation, Tactical, Great Soundtrack, Moddable, Online Co-Op, Co-op, City Builder, Building, Management, Hex Grid, Atmospheric", 199,"21 Oct, 2016","Requires a 64-bit processor and operating system,  Windows 7x64 / Windows 8.1x64 / Windows 10x64,  Intel Core i3 2.5 Ghz or AMD Phenom II 2.6 Ghz or greater,  4 GB RAM,  1 GB & AMD 5570 or nVidia 450 or Intel Integrated Graphics 530,  Version 11,  12 GB available space,  DirectX Compatible Sound Device,  Initial installation requires one-time Internet connection for Steam authentication; software installations required (included with the game) include Steam Client, Microsoft Visual C++ 2012 and 2015 Runtime Libraries, and Microsoft DirectX. Internet connection and acceptance of Steam™ Subscriber Agreement required for activation. See ,  for details.","Strategy, Turn-Based Strategy, Historical, Multiplayer, Singleplayer, Turn-Based, Grand Strategy, 4X, War, Simulation, Tactical, Great Soundtrack, Moddable, Online Co-Op, Co-op, City Builder, Building, Management, Hex Grid, Atmospheric"
48,Overcooked! 2,Ghost Town Games Ltd.,Very Positive,"4,430","Multiplayer, Casual, Local Co-Op, Online Co-Op, Co-op, Indie, Action, 4 Player Local, Controller, Local Multiplayer, Funny, Singleplayer, Family Friendly, Comedy, Simulation", 90,"8 Aug, 2018"," WIN7-64 bit,  Intel i3-2100 / AMD A8-5600k,  4 GB RAM,  GeForce GTX 630 / Radeon HD 6570,  Version 11,  3 GB available space","Multiplayer, Casual, Local Co-Op, Online Co-Op, Co-op, Indie, Action, 4 Player Local, Controller, Local Multiplayer, Funny, Singleplayer, Family Friendly, Comedy, Simulation"
49,Total War: WARHAMMER II,CREATIVE ASSEMBLY,Very Positive,"14,732","Strategy, Fantasy, RTS, Turn-Based Strategy, Grand Strategy, Multiplayer, Action, War, Singleplayer, Games Workshop, Turn-Based, Tactical, Dark Fantasy, Real Time Tactics, Co-op, Atmospheric, Story Rich, Dinosaurs, Sexual Content, Great Soundtrack", 268,"28 Sep, 2017"," Windows 7 64Bit,  Intel® Core™ 2 Duo 3.0Ghz,  5 GB RAM,  NVIDIA GTX 460 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p,  Version 11,  60 GB available space","Strategy, Fantasy, RTS, Turn-Based Strategy, Grand Strategy, Multiplayer, Action, War, Singleplayer, Games Workshop, Turn-Based, Tactical, Dark Fantasy, Real Time Tactics, Co-op, Atmospheric, Story Rich, Dinosaurs, Sexual Content, Great Soundtrack"
50,Devil May Cry 5,"CAPCOM Co., Ltd.",Very Positive,"9,053","Action, Hack and Slash, Great Soundtrack, Character Action Game, Demons, Violent, Spectacle fighter, Third Person, Singleplayer, Nudity, Multiplayer, Classic, Stylized, Gore, Family Friendly, Difficult, Story Rich, Controller, Adventure, Anime", 325,"8 Mar, 2019"," WINDOWS® 7, 8.1, 10 (64-BIT Required),  Intel® Core™ i5-4460, AMD FX™-6300, or better,  8 GB RAM,  NVIDIA® GeForce® GTX 760 or AMD Radeon™ R7 260x with 2GB Video RAM, or better,  Version 11,  35 GB available space,  *Xinput support Controllers recommended *Internet connection required for game activation. (Network connectivity uses Steam® developed by Valve® Corporation.)","Action, Hack and Slash, Great Soundtrack, Character Action Game, Demons, Violent, Spectacle fighter, Third Person, Singleplayer, Nudity, Multiplayer, Classic, Stylized, Gore, Family Friendly, Difficult, Story Rich, Controller, Adventure, Anime"
51,Do Not Feed the Monkeys,Fictiorama Studios,Very Positive,"1,239","Indie, Simulation, Strategy, Choices Matter, Multiple Endings, Nudity, Pixel Graphics, 2D, Sexual Content, Horror",,"24 Oct, 2018"," Windows 7 SP1,  2 GHz Dual Core CPU,  2 GB RAM,  Nvidia GeForce 8600 GS, ATI Radeon HD 3470,  Version 9.0c,  1 GB available space,  DirectX 9.0c Compatible Sound Card with Latest Drivers,  Using the Minimum Configuration, we strongly recommend to use minimal settings in order to not experience low frame rates.","Indie, Simulation, Strategy, Choices Matter, Multiple Endings, Nudity, Pixel Graphics, 2D, Sexual Content, Horror"
52,Totally Accurate Battle Simulator,Landfall,Very Positive,No user reviews,"Early Access, Simulation, Funny, War, Sandbox, Strategy, Singleplayer, Action, Physics, Comedy, Medieval, Indie, Casual, Adventure, Memes, Realistic, Difficult, 1980s, Early Access, Fighting", 50,"1 Apr, 2019","Requires a 64-bit processor and operating system,  Windows 7,  Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent,  8 GB RAM,  NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better),  Version 9.0c,  3 GB available space,  Only runs on 64 bit systems","Early Access, Simulation, Funny, War, Sandbox, Strategy, Singleplayer, Action, Physics, Comedy, Medieval, Indie, Casual, Adventure, Memes, Realistic, Difficult, 1980s, Early Access, Fighting"
53,Left 4 Dead 2,Valve,Overwhelmingly Positive,"153,240","Zombies, Co-op, FPS, Multiplayer, Action, Online Co-Op, Shooter, Survival, First-Person, Horror, Team-Based, Gore, Moddable, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Tactical, Replay Value", 37,"17 Nov, 2009"," Windows® 7 32/64-bit / Vista 32/64 / XP,  Pentium 4 3.0GHz,  2 GB RAM,  Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better,  Version 9.0c,  13 GB available space,  DirectX 9.0c compatible sound card","Zombies, Co-op, FPS, Multiplayer, Action, Online Co-Op, Shooter, Survival, First-Person, Horror, Team-Based, Gore, Moddable, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Tactical, Replay Value"
